,Mean,Standard Deviation,Pixel Area
0,134.97136544331653,14.031067721295011,114429.0
1,136.81785891733307,10.967816012804388,114429.0
2,132.88491338144422,11.884723332353085,114429.0
3,133.4963404544201,14.016230578155081,114429.0
4,138.35292626869062,11.03112854913391,114429.0
