,Mean,Standard Deviation,Pixel Area
0,0.5293905248779319,0.05477316786044473,0.021481704711914063
1,0.5365707924865608,0.04288314593158847,0.06446685791015624
2,0.5211604661602857,0.04646610509215268,0.030149269104003906
3,0.5236023386117638,0.05469664622718449,0.03594417572021484
4,0.5425639085168398,0.04325297031931838,0.0218231201171875
